population_density,income_level,commercial_activity,weather_temperature,is_holiday,is_weekend,day_of_week,day_of_month,month,day_of_year_sin,day_of_year_cos,waste_generation
432.9175712611618,38509.06047732241,7.011026955708468,12.582779359862439,0,1,5,21,1,0.3536761221763716,0.9353679493131483,1.230547665357359
982.6787830234273,41602.73077827361,4.730276126268157,17.882394954596883,0,1,6,22,1,0.3697245428906731,0.9291414114031743,1.348345667672652
630.2818561854044,20000.0,4.861271789291443,21.895014621007878,0,0,0,23,1,0.38566340624360707,0.9226395488404876,1.022245265232589
895.3088547456455,52519.67908897821,5.865447798853667,17.776703761622496,0,0,1,24,1,0.401487989205973,0.9158642882672872,1.2117088001686624
770.2956858947014,50599.30880194503,5.763218856115574,14.224107143147974,0,0,2,25,1,0.4171936026123168,0.9088176373395029,1.4089704633325173
592.8269320446608,53940.53665754602,7.048292746267233,13.247480542863956,0,0,3,26,1,0.4327755925504312,0.901501684131884,1.081001006350377
384.0598177052745,58319.53242435604,6.991691850420597,17.19449628330593,0,0,4,27,1,0.4482293417404106,0.893918596519257,1.239820048890745
495.17902436949976,34040.13195637047,4.9423181386417685,16.096742227532967,0,1,5,28,1,0.4635502709028509,0.886070621534138,1.2022039488150245
455.61750944128937,55463.98398044088,4.045551030090111,20.687815871958417,0,1,6,29,1,0.47873384011578846,0.8779600847008882,1.2840253786143725
257.09620887014603,58863.9731983146,6.623239575722954,22.941555648642712,0,0,0,30,1,0.49377555015997715,0.869589389346611,1.2227155714064284
630.0563149919406,40232.16538365936,4.687428502225131,20.4883268217373,0,0,1,31,1,0.5086709438521044,0.8609610158889943,0.9978669488135579
813.4706003918818,58402.35996503946,5.22748788457305,19.07196001214859,0,0,2,1,2,0.5234156073655503,0.8520775211013093,1.0873824484082057
440.33930108971066,51614.13252773483,6.060632447702181,19.17622349358201,0,0,3,2,2,0.5380051715382996,0.8429415373547828,1.0960716891449378
932.7312998449474,37376.204611132394,6.951113944150715,20.03229567527505,0,0,4,3,2,0.5524353131676196,0.8335557718385699,1.0492762238994116
188.48344282765328,55655.77392967353,5.521696283816572,16.583021596638456,0,1,5,4,2,0.5667017562911176,0.8239230057575542,1.3881635611232614
710.8727096774408,44185.78513293561,3.825604108252226,22.11193761896933,0,1,6,5,2,0.5808002734538009,0.8140460935082178,1.3697016186129178
834.304047081082,63941.30548028774,8.5940206877289,17.30341657165973,0,0,0,6,2,0.5947266869607634,0.8039279618328213,1.2000756700447894
459.1938838037879,45216.672398619245,8.060683623086824,24.133457551226748,0,0,1,7,2,0.6084768701151261,0.7935716089521474,1.1593398659983203
462.7886989714238,24204.688364698803,2.9639932854950026,19.93257846467381,0,0,2,8,2,0.6220467484408675,0.7829801036770629,1.0138513272909913
708.5530351688802,55339.73971055302,3.1764568461512654,23.75033134159172,0,0,3,9,2,0.6354323008901774,0.7721565844991642,1.0569826152173394
601.1982219919068,54588.06495662869,3.427973036281852,17.071825940907324,0,0,4,10,2,0.6486295610349814,0.7611042586607747,1.2351626408121663
100.51773130809863,28377.257744046772,6.697101783429622,24.194718970433687,0,1,5,11,2,0.6616346182422783,0.7498264012045686,1.175873975181428
331.3253690921239,65010.722308706114,8.670286383447,26.040836172513337,0,1,6,12,2,0.6744436188329455,0.7383263540031065,1.6692101864893665
497.29009039050806,63964.416722709575,3.987453465657566,18.33627522458541,0,0,0,13,2,0.6870527672236669,0.7266075247685656,1.1095283220712284
226.0603640629866,32600.39615050183,5.338536715831146,22.066122424032574,1,0,1,14,2,0.699458327051647,0.7146733860429609,1.475101148468954
405.16513671401924,36807.47397880177,3.494788279468161,23.634722575145357,0,0,2,15,2,0.7116566222817746,0.7025274741691571,1.074619688558291
231.06291495121314,47159.847739409466,8.400385529765915,24.00283769082123,0,0,3,16,2,0.7236440382959124,0.6901733882429719,1.3145806620212006
425.9658738893219,34822.957379247244,6.649656683752966,22.051418320423558,0,0,4,17,2,0.7354170229639855,0.6776147890466889,1.1997558788147764
432.6754545357678,62807.943698233554,3.350728872192281,21.739023741761805,0,1,5,18,2,0.7469720876965552,0.6648553979642865,1.1373034479936506
570.3509353187427,52979.4389865442,1.0,24.26031518211984,1,1,6,19,2,0.7583058084785624,0.6518989958787126,1.5866345160702884
481.6481352000999,28128.857082235285,7.075174115523134,24.769665884557753,0,0,0,20,2,0.7694148268839378,0.6387494220515272,1.1380633252298666
600.5579442081512,33550.5817430142,3.8550303875711456,22.038685564863922,0,0,1,21,2,0.7802958510707755,0.6254105729852463,1.2920111639632545
576.7088014947843,73754.38354332803,6.685464338421852,21.65202717505669,0,0,2,22,2,0.7909456567567772,0.6118864012687243,1.337587680710841
706.2679988528621,80711.2475583083,5.587380673700829,27.964828392001813,0,0,3,23,2,0.8013610881746766,0.5981809144059165,1.4073855325331848
674.7566081920231,60774.57952105017,1.3314079345518959,24.854490780467657,0,0,4,24,2,0.8115390590073611,0.5842981736283684,1.0178846831627073
653.6247670269433,45774.494896993725,3.386446536385944,17.914329861526515,0,1,5,25,2,0.8214765533024142,0.5702422926917871,1.2807670492035033
1120.9734856933442,41200.74175186847,4.291710625427843,28.577052448691095,0,1,6,26,2,0.8311706263658079,0.5560174366570446,1.17586831263301
569.4805273284658,60993.9883662201,3.648420021497344,23.325225122470318,0,0,0,27,2,0.8406184056344782,0.5416278206559814,1.1772062355642097
1018.7143007717723,51518.41068518973,5.232336569770769,25.506012477144623,0,0,1,28,2,0.8498170915275278,0.5270777086423722,1.216034994225279
582.4436804487867,20000.0,5.8027628923026375,26.616467743177797,0,0,2,1,3,0.8587639582758029,0.5123714121284237,1.0475365945182447
483.4298170388216,70637.35965069661,8.57871987501416,21.22379900744324,0,0,3,2,3,0.8674563547295969,0.49751328890718066,1.3964671755251652
425.3669635573606,76916.06534725738,5.944426953752936,24.988253051879514,0,0,4,3,3,0.8758917051442429,0.48250774176121847,1.2373757204284341
801.9451596896859,64745.050658863955,7.9822021314397515,29.983977621461676,0,1,5,4,3,0.8840675099433636,0.4673592171580022,1.6933351698964152
828.1006785775876,28167.77610743584,4.046366428917411,29.472659503453514,0,1,6,5,3,0.8919813464595485,0.45207220393230435,1.2256199541733137
619.9567711929458,37263.47100553321,7.330426827027351,25.50350938652843,0,0,0,6,3,0.8996308696522433,0.43665123195606403,1.3206470407350976
726.7093549005411,20000.0,4.237603819020142,28.688723778552397,0,0,1,7,3,0.9070138128026359,0.4211008707960896,0.9961878146977032
244.55590681538334,81920.96982791112,3.1659663970487575,29.247012624940766,0,0,2,8,3,0.9141279881853337,0.40542572835999735,1.2514831571435414
190.24403549755766,42865.22873481944,3.081446483577529,29.253689179830033,0,0,3,9,3,0.9209712877166346,0.38963044953078796,1.010417487860461
749.2653771594908,96665.78643299565,1.0,23.58234004017175,0,0,4,10,3,0.9275416835791966,0.37371971479046906,1.3315914743473334
474.6377004193956,89104.60061815556,6.708165245880316,32.096536695828846,0,1,5,11,3,0.9338372288229252,0.35769823883312546,1.5559987956636765
649.8604834795005,31931.471672621126,2.4196099273199825,25.930620320568885,0,1,6,12,3,0.9398560579418954,0.3415707691678556,1.3042293498698783
356.5424100087844,35834.64521193973,7.816290469227434,27.795569923754762,0,0,0,13,3,0.9455963874271426,0.3253420847119801,1.002497018226181
831.3976939409552,59323.806846942396,4.651558995358918,26.55543367737359,0,0,1,14,3,0.9510565162951535,0.30901699437494745,1.263180446926306
191.91626562219273,20000.0,1.8902705037304814,28.43653975838096,0,0,2,15,3,0.9562348265919056,0.29260033563334836,1.0367121640554897
222.8829827034623,41234.81765242876,2.764539673919049,25.28866619225408,0,0,3,16,3,0.9611297838723007,0.27609697309746883,0.9819043073909135
788.8623167424689,39236.81997586543,5.3812698846286615,27.33647654136555,1,0,4,17,3,0.9657399376548549,0.2595117970697999,1.7319999198525022
50.0,87023.31883893417,1.2400850549122318,28.686647113221124,0,1,5,18,3,0.9700639218515071,0.2428497220959356,1.186938387740286
575.7137736189832,53220.35771008911,6.179890013908726,31.934959583906966,0,1,6,19,3,0.9741004551724205,0.22611568550828828,1.4016846077061131
478.53480088068466,44304.66044925608,1.9673354238810994,31.6915056339143,0,0,0,20,3,0.9778483415056568,0.20931464596304847,1.1484150355423173
352.80961615999405,37370.30534629398,3.5220473362709535,31.958122101121628,0,0,1,21,3,0.9813064702716093,0.19245158197082998,1.0465163251640934
460.01203028192623,67880.99194649588,5.3974406707497815,31.2111639158262,0,0,2,22,3,0.9844738167520922,0.1755314904214282,1.161095248103876
330.49530138203795,40065.78352139183,5.9352213803463965,34.25194591041499,0,0,3,23,3,0.9873494423939864,0.15855938510313475,1.1646157208798198
808.4511892096998,48994.34051275,6.595439592521874,27.944146607297835,0,0,4,24,3,0.989932495087353,0.141540295217043,1.3005733996518403
860.899417672322,37217.529550560714,2.3869079729738263,28.439820712819092,0,1,5,25,3,0.9922222094179323,0.12447926388678915,1.3612448130377193
362.8524826423311,20000.0,4.38309441397565,28.410729600857472,0,1,6,26,3,0.994217906893952,0.10738134666416309,1.24268968727506
555.1049754937062,30079.297445946726,7.1859990039682495,28.91444859213482,0,0,0,27,3,0.995918996147179,0.09025161003104117,1.194185520449622
234.98470581279054,39960.56585270613,4.383576067967739,24.8752836768614,0,0,1,28,3,0.9973249731081555,0.07309512989807777,1.1531670173961839
714.6104318006253,44734.903394727415,5.588548902408925,30.060130109229284,0,0,2,29,3,0.9984354211555643,0.055916990100603484,1.1676618167832877
709.4018349286629,45611.52148152985,5.324878516888137,30.831687472233945,0,0,3,30,3,0.9992500112396835,0.03872228089217446,1.0786588417243967
440.9475534584621,48221.60598962476,7.602474302582317,28.64472641712945,0,0,4,31,3,0.9997685019798909,0.021516097436222254,1.2599344571557725
503.37701168397905,40226.247396979816,4.068181611648758,24.214077153604194,1,1,5,1,4,0.9999907397361901,0.004303538296244289,1.5238142699697401
481.2469100954658,76982.52696336812,2.220102142593929,29.615250541899904,0,1,6,2,4,0.9999166586547379,-0.01291029607500882,1.1745237070904584
176.30843326394483,68959.68239713964,3.0642562197282026,25.727386566743775,0,0,0,3,4,0.9995462806873573,-0.030120304846908114,1.1140642733652886
809.2008295200253,47297.81465618324,5.377687959967044,30.949658382846508,0,0,1,4,4,0.9988797155850336,-0.04732138832243185,1.3041530499464513
346.60935222351384,55085.165594819926,1.8609185073398855,30.07753195568651,0,0,2,5,4,0.9979171608653922,-0.06450844944931623,0.9316449459749404
347.97014554841576,42558.2351709409,3.911172029865055,30.41922363136431,0,0,3,6,4,0.9966589017541702,-0.08167639533042241,1.1509007307179648
469.9160291076334,20000.0,5.1508327859483956,26.62713161621324,0,0,4,7,4,0.9951053111006976,-0.09882013873287143,0.9160279985178598
699.1097170724557,50409.8602585205,3.4668157907131842,33.6337387228755,0,1,5,8,4,0.9932568492674143,-0.11593459959550041,1.3633133801147101
381.7393569815938,56112.287225024316,5.653706495506667,30.393960728891805,0,1,6,9,4,0.9911140639934547,-0.1330147065341959,1.3904402073932152
109.56295571931116,20000.0,6.44882352469657,27.170556638977885,0,0,0,10,4,0.9886775902323405,-0.1500553983446526,1.136185393208512
322.6003878540932,59988.22138389205,5.909817199905349,31.677709888784587,0,0,1,11,4,0.9859481499638304,-0.16705162550211924,1.213832762191749
584.8280838157981,44388.46644110382,1.9049900798955446,30.25308075490348,0,0,2,12,4,0.9829265519799822,-0.18399835165768005,0.898285277211701
937.9500575618374,56758.674412693246,5.1583643751392545,35.4872823361709,0,0,3,13,4,0.9796136916454901,-0.20089055513063506,1.253665515640723
248.01600672536887,44992.027052598285,5.314884613677499,28.330126794131218,0,0,4,14,4,0.9760105506323683,-0.21772323039653177,1.2829432604791802
240.69964650383417,75019.08948453698,4.238139763575015,26.25392721527228,0,1,5,15,4,0.9721181966290613,-0.23449138957040985,1.5581543275133463
197.48089983223684,54524.57641168174,5.626622025712743,30.867901228874793,0,1,6,16,4,0.9679377830240642,-0.25119006388481935,1.4693020457586512
172.6550017401318,70048.32917344014,5.554849151491214,33.035427487231,0,0,0,17,4,0.9634705485641488,-0.2678143051621742,1.3597945788515917
741.1382920162861,71694.5228434989,4.818249526274066,36.962101337577266,0,0,1,18,4,0.9587178169872964,-0.2843591872810034,1.2610355436556677
798.937715072876,27608.885478231787,2.9914566439733608,40.239032271882955,0,0,2,19,4,0.9536809966304457,-0.30081980763566735,1.1719600507640542
535.5511787160805,35219.662599577045,4.946758095399735,25.312612045311386,0,0,3,20,4,0.9483615800121715,-0.3171912885891061,1.096695763206226
406.45744557182866,59032.21365452512,8.733861855348826,29.54417061939039,0,0,4,21,4,0.9427611433904207,-0.3334687789181868,1.2702452244236389
858.2287573725253,42689.254324836555,4.215385941968615,26.193941436438337,0,1,5,22,4,0.9368813462954315,-0.3496474552512284,1.3594771348146284
534.781608331301,45227.86461487408,7.094610916352013,29.156701376869762,0,1,6,23,4,0.9307239310379795,-0.36572252349726897,1.414416419869229
717.8873418720868,75731.2964434122,5.077714041135242,37.29844218676436,0,0,0,24,4,0.9242907221930933,-0.3816892202666588,1.3962188879002182
396.71021165563684,43792.672436158595,3.398542049327283,27.37102986974885,0,0,1,25,4,0.9175836260593937,-0.39754281428255595,0.9106527929101345
508.84877084475477,30621.413035028352,4.40680660356124,29.72336821794996,0,0,2,26,4,0.9106046300942162,-0.4132786077829042,0.8900542708076382
252.53167091059075,33323.99996728811,4.966259252583797,28.001314289518643,0,0,3,27,4,0.9033558023246845,-0.4288919379124835,0.9993363744287969
625.849794378717,93647.13002385403,6.3104229325578105,26.684318109997538,0,0,4,28,4,0.895839290734909,-0.4443781781046132,1.3626516742223946
538.1875501546632,46435.61039229526,9.760090897638658,35.01852826651528,0,1,5,29,4,0.8880573226294932,-0.45973273945210397,1.5433987123876978
321.0873535172432,22715.044895641793,5.109329212028547,24.964000833998902,0,1,6,30,4,0.8800122039735357,-0.47495107206704995,1.0481080825444595
323.77857009470773,20000.0,2.5382815374168866,29.271525530398893,0,0,0,1,5,0.8717063187093218,-0.4900286664290592,0.9952811996523837
823.1917006677487,37507.267146517726,1.690845197443632,29.715947851031725,0,0,1,2,5,0.8631421280499114,-0.5049610547215204,1.202168989104943
894.3337500923633,46069.55761145233,4.156430861343468,29.281617588617635,0,0,2,3,5,0.854322169749827,-0.5197438121555155,1.1899396610028747
457.37293266653575,68983.47412855345,2.743824200033426,28.358088424263862,0,0,3,4,5,0.8452490573530633,-0.5343725582809786,0.9368617071862716
513.5507145524325,67046.90332923534,6.115812595078527,34.06845245093568,1,0,4,5,5,0.8359254794186372,-0.548842958284719,1.8202239757454044
580.0228949296434,49873.0715785433,6.130511447012831,22.80577360601537,0,1,5,6,5,0.8263541987239096,-0.5631507242749186,1.4340064147529925
529.6063516319374,40916.62827680822,4.708049135384626,30.362575425890448,0,1,6,7,5,0.8165380514459161,-0.5772916165517272,1.2519641952874196
165.14045589227396,56792.0370684338,6.314772875799209,30.403856963038564,0,0,0,8,5,0.8064799463209448,-0.5912614448635781,1.3262423385111937
585.5741354380772,20000.0,5.129518695538405,29.725330120100903,0,0,1,9,5,0.7961828637826158,-0.6050560696488488,0.9195631259460382
82.42219307987824,89621.61787858435,8.735147590736712,26.27122282081853,0,0,2,10,5,0.7856498550787147,-0.6186714032625031,1.5048164582037526
353.4631617484762,63082.11191713222,6.252249892710067,32.274162678365975,0,0,3,11,5,0.7748840413670407,-0.6321034111873487,1.305573694003792
601.0854293249636,67339.80439456545,6.791234152296539,32.01527772246394,0,0,4,12,5,0.7638886127905428,-0.6453481132295501,1.2339413158688768
619.9988415849674,28516.932362467785,2.103745178359523,25.839323089406037,0,1,5,13,5,0.7526668275320085,-0.6584015846980488,1.1380244536045383
337.98538315810197,75652.97282593192,2.6575291055415233,24.72721116370893,0,1,6,14,5,0.7412220108485958,-0.6712599575675313,1.3282715357549812
408.3126119626165,40799.6567794741,5.957676852208946,24.026875161581746,0,0,0,15,5,0.7295575540864875,-0.6839194216246106,1.0950943451436526
381.2326982003093,30948.83754362873,1.9015529835873402,28.751810266586435,0,0,1,16,5,0.717676913675962,-0.6963762255968722,0.8701721346671157
479.431167372786,49216.55258787561,3.751048314249796,28.087478038913243,0,0,2,17,5,0.705583610107178,-0.7086266782644596,1.023208550236909
494.6411306728673,48748.89828023252,7.3588252261767755,26.73150879200191,0,0,3,18,5,0.6932812268869777,-0.7206671495538609,1.2415828077287077
633.693625905822,28429.258549760067,3.708288400589076,33.922687760393615,0,0,4,19,5,0.6807734094770161,-0.7324940716135789,0.8813788508324235
396.6206274220433,32101.252929172693,2.580534587425779,26.155629095207374,0,1,5,20,5,0.6680638642135335,-0.7441039398713607,1.2004599755434273
574.679238382711,30535.364493438996,6.33508662261163,27.957812649801745,0,1,6,21,5,0.6551563572090853,-0.7554933140726803,1.357710609922808
601.4031528974383,30725.698642863506,9.14706449208169,26.665154087442385,0,0,0,22,5,0.6420547132365637,-0.766658819300159,1.0829447413798492
539.6578754743731,42238.04185800799,3.3827096862749233,32.9865533002973,0,0,1,23,5,0.6287628145958344,-0.7775971469736269,1.0461230988537822
448.0788355101051,22220.297276550842,7.448051596285673,20.97374102485781,0,0,2,24,5,0.6152845999633276,-0.7883050558305255,0.9829875873051899
536.1290928550881,36172.510051721285,3.1336500668709237,25.85501793026752,0,0,3,25,5,0.6016240632249226,-0.7987793728863649,1.1292908131070851
650.3480546787152,70902.69096768538,4.775064437785973,28.466027084787807,0,0,4,26,5,0.5877852522924732,-0.8090169943749473,1.223419443650645
667.8369735432625,66466.18904208367,4.861734120597707,25.791164508374468,0,1,5,27,5,0.5737722679043246,-0.8190148866680801,1.567557535634034
863.0745369653812,29002.41518214491,3.4360365198360676,22.377004558438813,0,1,6,28,5,0.5595892624101765,-0.8287700871745038,1.3882197200909059
301.9947527387477,69164.09834588467,6.750790623096277,26.648121264446125,1,0,0,29,5,0.545240438540651,-0.8382797052177744,1.8374638221118669
411.9985218009195,20000.0,1.9205581789517896,21.079392692901155,0,0,1,30,5,0.5307300481619334,-0.8475409228928311,1.080321808327145
177.30626794631956,98582.88644024308,5.390095220318158,27.775858226914707,0,0,2,31,5,0.5160623910158528,-0.8565509959010036,1.25622198289578
686.201892865571,76006.26384271185,7.148329156385856,24.343965394827578,0,0,3,1,6,0.5012418134457758,-0.865307254363206,1.4991649416753223
433.0984987286506,38805.36175719786,6.584326938488408,23.654802528411334,0,0,4,2,6,0.48627270710868997,-0.8738071036110808,1.0849917653273085
541.2381964058653,57648.531234702205,5.982430121571316,28.350069637825378,0,1,5,3,6,0.4711595076738638,-0.8820480249558537,1.3625747899161424
379.13228611067206,21981.61343781742,8.170598786402675,22.011285359897702,0,1,6,4,6,0.4559066935084588,-0.8900275764346767,1.2730174867102249
434.6592010044349,51208.85579851627,4.560765265838629,20.199945689486018,0,0,0,5,6,0.440518784350495,-0.8977433935342337,0.9480922248113164
744.6380210853317,46326.739349950665,1.9505477027665519,21.899372930251026,0,0,1,6,6,0.42500033996955416,-0.9051931898913974,1.1236395406091457
638.8466820971967,33304.732212152085,5.2704137711439065,30.572444189257965,0,0,2,7,6,0.4093559588156213,-0.9123747579707273,0.9838784732561296
477.6955884682109,40628.85027348282,4.748475378890619,21.218206252038623,0,0,3,8,6,0.39359027665646673,-0.9192859697186104,0.9972966486182588
653.5627838952794,38660.250483811455,1.0,25.12093105650238,0,0,4,9,6,0.3777079652039649,-0.9259247771938498,0.9270900387192913
657.9800160075748,27365.265613647294,2.749797478983225,26.346838636131213,0,1,5,10,6,0.36171373072976765,-0.9322892131745133,1.3060705396774541
421.71489666265296,32837.05508206674,2.494747927366092,20.787334214669773,0,1,6,11,6,0.3456123126707335,-0.9383773917408641,1.1481978022217343
206.1840878727583,21163.11148000575,3.3709341489743014,20.578475440571196,0,0,0,12,6,0.3294084822245304,-0.9441875088341993,0.7810989837516813
320.16767459959215,67146.61531121236,4.297651471802615,23.71908248297056,0,0,1,13,6,0.3131070409358269,-0.9497178427914316,1.090789719328219
231.89427932349662,31357.745070874622,4.374252077591216,23.636917374631725,0,0,2,14,6,0.29671281927349075,-0.9549667548552551,0.911630335017394
732.8869291985814,25559.582568596918,3.4423905427932215,26.783787122644718,0,0,3,15,6,0.28023067519921585,-0.9599326896597447,1.0626459889011444
767.6230432895362,66830.09359631993,2.4921229175326562,20.21093292844053,0,0,4,16,6,0.26366549272800704,-0.9646141756912435,1.0504982192143577
817.2747760318033,57392.4070867866,5.754903417518152,21.16233007032307,0,1,5,17,6,0.24702218048093552,-0.9690098257244062,1.3699869229122286
96.08889020456627,66090.02111897919,5.233143722445361,30.582581682100344,0,1,6,18,6,0.23030567023061221,-0.9731183372332619,1.6251725811489959
714.2801820747443,68321.66448393308,5.293342997314083,16.460724705321045,1,0,0,19,6,0.21352091543979612,-0.9769384927771817,1.848322795474466
942.4382618769371,88749.09793876848,8.55802243866846,15.614717334800641,0,0,1,20,6,0.19667288979357647,-0.980469160361632,1.3089073408651153
722.397542762129,46879.20466613631,5.325748107079572,17.225882172705635,0,0,2,21,6,0.1797665857255624,-0.9837092937736097,1.244957810674228
69.75407642586606,20847.84642008985,4.266684455439001,24.445155905166835,0,0,3,22,6,0.16280701293851715,-0.986657932891657,0.9334667406966852
853.6596616793544,55420.75601524251,4.788388015157657,19.58899935281871,0,0,4,23,6,0.1457991969198751,-0.9893142039703663,1.2518028156974101
508.3378074263883,36619.90754240365,5.197638442359168,19.34967929527569,0,1,5,24,6,0.12874817745258132,-0.99167731989929,1.1927528629960977
453.52017869990567,30849.894333689186,6.231586696422728,17.53003795112024,0,1,6,25,6,0.11165900712169512,-0.993746580436178,1.1689605635284646
590.2190593165957,51998.50344434482,4.910559146314719,22.939439603777192,0,0,0,26,6,0.09453674981719912,-0.9955213724144752,1.0127021309864148
290.19861548590274,67315.05466019179,1.1141581989684277,15.8384659646149,0,0,1,27,6,0.07738647923346301,-0.9970011699250151,1.1172214052444729
500.5564741843158,33280.10316807433,4.126503753501547,17.952099755053755,0,0,2,28,6,0.06021327736579302,-0.9981855344718586,1.0604374764161923
824.0859290208148,75487.76174663438,5.002986350726907,16.67376499701539,0,0,3,29,6,0.04302223300453059,-0.99907411510223,1.3113246834816163
624.4793741046576,30207.720819943683,7.608403131303296,11.186641733384409,0,0,4,30,6,0.02581844022713308,-0.9996666485105112,1.0694539025850378
511.68029442053364,45121.93557349074,3.4282087081072277,17.520265543844438,0,1,5,1,7,0.008606996888688698,-0.9999629591162655,1.000636964045965
517.9216319855218,57726.15763561736,1.7294782787587422,18.527795374782706,0,1,6,2,7,-0.008606996888688009,-0.9999629591162655,1.1057627121899272
263.72120334023975,42242.015826318835,5.12875441312145,16.12801950532365,0,0,0,3,7,-0.02581844022713239,-0.9996666485105112,0.9992005175610548
470.0024217200549,20000.0,6.732473843017425,17.397988655977493,1,0,1,4,7,-0.04302223300453034,-0.99907411510223,1.6302425056817678
173.14093287404654,68548.1498357761,4.2131541171952085,17.222215030361298,0,0,2,5,7,-0.060213277365792774,-0.9981855344718586,1.1738071884746688
704.4881904787621,37530.713192879455,9.76609897407489,17.297421757990765,0,0,3,6,7,-0.07738647923346322,-0.9970011699250151,1.2779941350840065
62.85790350493147,64897.96898787386,9.294996131979278,14.279959708127294,0,0,4,7,7,-0.09453674981719933,-0.9955213724144752,1.319692423145331
670.980075924142,24717.11729944676,4.855054570902165,13.85251924724091,0,1,5,8,7,-0.11165900712169444,-0.9937465804361781,1.2531805472618378
695.8821801668123,28131.268358071764,5.37342631366644,17.07206216493677,0,1,6,9,7,-0.12874817745258066,-0.99167731989929,1.3417120322257445
763.7529231454389,67248.66819110714,7.737462948417287,12.24662219341554,0,0,0,10,7,-0.14579919691987442,-0.9893142039703664,1.5760471677237864
517.3718326323606,56810.161854840466,4.82033054573974,15.775676153975253,0,0,1,11,7,-0.16280701293851646,-0.9866579328916572,1.0079978131365126
683.3256932315059,41228.28578630647,3.391822965492965,21.067269059353436,0,0,2,12,7,-0.17976658572556214,-0.9837092937736098,1.1294881545845845
468.05067192695674,57100.63196341675,6.777863812470525,15.786728700394525,0,0,3,13,7,-0.19667288979357622,-0.9804691603616321,1.177929120813723
262.6605764624133,30919.21728911284,5.928825684870592,10.165633282058128,0,0,4,14,7,-0.2135209154397959,-0.9769384927771817,1.0288154843034405
806.146478507599,52205.18234977819,3.3853103759683756,15.926731247811436,0,1,5,15,7,-0.23030567023061196,-0.973118337233262,1.255872206535034
480.62283407698504,52571.07846780131,5.558328340499518,17.584576052022722,0,1,6,16,7,-0.24702218048093527,-0.9690098257244063,1.3171149168332765
218.09773650536113,42524.36789617942,4.679878962783444,12.484943853126586,0,0,0,17,7,-0.2636654927280072,-0.9646141756912435,1.0581356549110335
406.6370108420436,33294.28588818483,4.229808617315267,13.715863562724472,0,0,1,18,7,-0.2802306751992161,-0.9599326896597445,0.9638668396503698
414.53506348636574,51404.971564295876,3.428320743332316,11.72160016767452,0,0,2,19,7,-0.2967128192734901,-0.9549667548552553,1.0693599572160546
